Artificial Intelligence (AI),Buddha Education Association Incorporation,"Chennai, Coimbatore, Delhi, Gurgaon, Kolkata, Patna, Pune, Ranchi, Udaipur, Bangalore, Mumbai, Jaipur, Noida, Nagpur, Goa Velha","₹ 25,000 /month"
Blockchain Development,Buddha Education Association Incorporation,"Faridabad, Chennai, Dehradun, Delhi, Ghaziabad, Gurgaon, Kolkata, Patna, Pune, Surat, Udaipur, Bangalore, Hyderabad, Mumbai, Noida","₹ 18,000 /month"
Software Development,Emoha Eldercare,Gurgaon,"₹ 20,000 /month"
AI Content Development (NCERT/CBSE),Anyboli Labs Private Limited,Work from home,"₹ 10,000 lump sum + Incentives"
Reactjs Development,Tensorblue,Work from home,"₹ 10,000 /month"
Robotics,Circlex Enterprises Private Limited,Hyderabad,"₹ 21,000 /month"
Full Stack ML Engineering/Python & Flask Web Development,Dendrite.ai,Work from home,"₹ 5,000-15,000 /month"
Java Development,Pianalytix Edutech Private Limted,Work from home,"₹ 20,000 /month"
ChatBot Development,Pianalytix Edutech Private Limted,Work from home,"₹ 20,000 /month"
Web3 Developer,Alecado Systems,Work from home,"₹ 10,000-18,000 /month"
Webflow Designer And Developer,Stirring Minds,Delhi,"₹ 7,000-12,000 /month"
JavaScript Development,Pianalytix Edutech Private Limted,Work from home,"₹ 20,000 /month"
Flutter Development,Schaffen Softwares,Work from home,"₹ 10,000 /month"
Webflow Designer And Developer,Stirring Minds,Work from home,"₹ 6,000-10,000 /month"
Babylon.js Developer,Alecado Systems,Work from home,"₹ 18,000-25,000 /month"
VR Developer,Alecado Systems,Work from home,"₹ 5,000-30,000 /month"
AR Developer,Alecado Systems,Work from home,"₹ 5,000-20,000 /month"
Front End Development,Ramyoz,Noida,"₹ 10,000 /month"
Full Stack Development,Uniqgrid,Gurgaon,"₹ 15,000 /month"
Game Development,Alecado Systems,Work from home,"₹ 10,000-25,000 /month"
QA Testing,Ayati Devices Private Limited,Bangalore,"₹ 10,000-20,000 /month"
Three.js Developer,Alecado Systems,Work from home,"₹ 15,000-30,000 /month"
Full Stack Development,Alecado Systems,Work from home,"₹ 10,000-20,000 /month"
Computer Vision,Alecado Systems,Work from home,"₹ 20,000-30,000 /month"
Backend Development,Workik,Work from home,"₹ 12,500 /month"
Machine Learning,Salesken.ai,Bangalore,"₹ 25,000 /month"
PHP Development,Quantum IT Innovation,Work from home,"₹ 8,000-10,000 /month"
job_role,company_name,location,stipend
Android App Development,Quantum IT Innovation,Work from home,"₹ 8,000-10,000 /month"
Flutter Development,Quantum IT Innovation,Work from home,"₹ 8,000-10,000 /month"
Front End Development,Quantum IT Innovation,Work from home,"₹ 8,000-10,000 /month"
Full Stack Development,Quantum IT Innovation,Work from home,"₹ 8,000-10,000 /month"
Web3 Management,Blazpay Labs Corp,Work from home,"₹ 8,000-15,000 /month"
Flutter Development,Systemic Altruism,Work from home,"₹ 8,000-12,500 /month"
Product Management,Dacoid Digital,Work from home,"₹ 10,000-15,000 /month"
Backend Development,Techwondoe India Private Limited,Work from home,"₹ 10,000-20,000 /month"
Full Stack Development,Bezt Labs,Work from home,"₹ 6,000-10,000 /month"
Web Development,Celebrare,Work from home,"₹ 6,000-12,000 /month"
iOS App Development,AdPushup,Delhi,"₹ 20,000 /month"
Software Development Engineering (Web),Jalan Technology Consulting,Work from home,"₹ 10,000 /month"
Lead AI Developer Intern - WhatsApp-Based Sales Assistant,Bijon Trading Private Limited (Genotek),Work from home,"₹ 10,000-20,000 /month"
Flutter Development,Celebrare,Work from home,"₹ 6,000-12,000 /month"
WordPress Development,Travelomatrix,Gurgaon,"₹ 8,000-10,000 /month"
Backend Development,Systemic Altruism,Work from home,"₹ 15,000 /month"
Webflow,Systemic Altruism,Work from home,"₹ 8,000-12,500 /month"
Full Stack Development,Systemic Altruism,Work from home,"₹ 12,500 /month"
Ruby Software Developer,Peach,Bangalore,"₹ 30,000 /month"
PHP Development,Dakshith Technologies,Gurgaon,"₹ 10,000-12,000 /month"
Web Development,MentorBoxx,Work from home,"₹ 20,000 /month"
Mobile App Development,MentorBoxx,Work from home,"₹ 25,000 /month"
Artificial Intelligence (AI),MentorBoxx,Work from home,"₹ 25,000 /month"
Machine Learning,MentorBoxx,Work from home,"₹ 25,000 /month"
Game Development,MentorBoxx,Work from home,"₹ 18,000 /month"
Chrome Extension And Next.js Development,Solocl,Work from home,"₹ 10,000 /month + Incentives"
Unreal Engine Technical Artist,Augmentastic Private Limited,Pune,"₹ 15,000 /month"
Python Development,Warewe Consultancy Private Limited,Gurgaon,"₹ 10,000-12,000 /month"
WordPress Development,Confluencr,Bangalore,"₹ 15,000 /month"
"WordPress, ReactJS, NoCode Platforms Design & Development",Polygon Pixels LLP,"Ahmedabad, Pune, Bangalore, Navi Mumbai, Mumbai","₹ 6,000-12,000 /month"
Android App Development,One Root,Bangalore,"₹ 10,000 /month"
Game Development,IG Drones,Bhubaneswar,"₹ 8,000-10,000 /month"
React/Node.js Web/UI Developer,Dendrite.ai,Work from home,"₹ 5,000-15,000 /month"
Core Backend Development,Weframe Tech,Work from home,"₹ 5,000-12,000 /month"
Software Testing,QuadB Tech,Ludhiana,"₹ 10,000 /month"
WordPress Development,Bunny Bash Events & Rentals,Bangalore,"₹ 7,000-10,000 /month"
Front End Development,Allianz Exports,Work from home,"₹ 10,000-15,000 /month"
Product Management,Medical Mandi India Private Limited,"Delhi, Gurgaon, Noida","₹ 10,000-15,000 /month"
Web Designing,Stirring Minds,Delhi,"₹ 6,000-10,000 /month"
Computer Teacher,Sweta Sonthalia,Mumbai,"₹ 3,000-10,000 /month"
job_role,company_name,location,stipend
Full Stack Development,Wizda,Bangalore,"₹ 10,000 /month"
Software Development,Salesken.ai,Bangalore,"₹ 25,000 /month"
QA Testing,Salesken.ai,Bangalore,"₹ 15,000 /month"
Manual Testing,Eupheus Learning,Delhi,"₹ 10,000 /month"
Backend Development,ValuQo Services Private Limited,Gurgaon,"₹ 6,000-10,000 /month"
Software Development Engineering (Web),Photom Technologies Private Limited,Work from home,"₹ 8,000-15,000 /month"
Artificial Intelligence (AI),Digipplus,Work from home,"₹ 12,000-15,000 /month"
Backend Development,Alemeno,Work from home,"₹ 20,000-25,000 /month"
React Native Developer,Webknot Technologies Private Limited,Bangalore,"₹ 10,000-20,000 /month"
Backend Development,ReachInbox.ai,Bangalore,"₹ 30,000 /month"
Product Management,Hipla Technologies Private Limited,Pune,"₹ 5,000-10,000 /month"
Quality Analyst,ReachInbox.ai,Bangalore,"₹ 20,000 /month"
Product Management,ReachInbox.ai,Bangalore,"₹ 20,000 /month"
Full Stack Development,Systemic Altruism,Work from home,"₹ 12,500 /month"
Systems Developer (MIS),Prache Khade,Mumbai,"₹ 10,000 /month + Incentives"
Product Executive,Corizo EduTech,Bangalore,"₹ 18,000 /month"
Flutter - Social Chat Developer,Systemic Altruism,Work from home,"₹ 12,500 /month"
Web Browser Game Development (Javascript),Systemic Altruism,Work from home,"₹ 8,000-12,500 /month"
AWS DevOps Engineering,Systemic Altruism,Work from home,"₹ 12,500 /month"
Webflow,Systemic Altruism,Work from home,"₹ 12,500 /month"
Backend Developer (NextJS And Typescript),Quizzy,Work from home,"₹ 40,000 /month"
Coding Problem Setter,Cognitio Eduventures Private Limited,Work from home,"₹ 15,000 /month"
Full Stack Development,Auctopus Technologies Private Limited,Work from home,"₹ 10,000 /month"
Software Development,Bag2Bag,Bangalore,"₹ 8,000-20,000 /month"
Software Testing,Innovantes IT Solutions LLP,Chandigarh,"₹ 10,000 /month"
Developer/Software Engineer,Rudram Labs,Work from home,"₹ 10,000 /month"
Full Stack Development,LiftU.tech,Work from home,"₹ 10,000 /month"
Full Stack Development,Tyke Technology Private Limited,Gurgaon,"₹ 15,000 /month"
